#: table_doi: 10.17182/hepdata.92323.v2/t5
#: name: Delta Chi-squared Map (two-dimensional method)
#: description: $\Delta \chi^2$ map of phase-I+II data calculated by the two-dimensional method. To be used in combination with the $\Delta \chi^2_{\text{crit},x}$ values of the two-dimensional method to generate exclusion contours at $x$% C.L. for phase-I+II data. Additional explanations are given there.
#: data_file: DeltaChisquaredValues2D.yaml
#: keyword observables: Delta Chi^2
#: keyword phrases: Delta Chi-squared Map
#: ,delta chi-squared values
$\sin^{2}(2\theta_{ee})$,$\Delta m^{2}_{41}$ [eV$^2$],$\Delta\chi^{2}$
0.0486,2.1,12.26
0.0509,2.1,12.48
0.0534,2.1,12.72
0.0559,2.1,12.97
0.0586,2.1,13.25
0.0614,2.1,13.55
0.0643,2.1,13.87
0.0673,2.1,14.22
0.0705,2.1,14.6
0.0739,2.1,15.01
0.0774,2.1,15.45
0.0811,2.1,15.93
0.085,2.1,16.46
0.089,2.1,17.03
0.0933,2.1,17.64
0.0977,2.1,18.32
0.1024,2.1,19.05
0.1072,2.1,19.85
0.1123,2.1,20.72
0.1177,2.1,21.67
0.1233,2.1,22.71
0.1292,2.1,23.85
0.1353,2.1,25.1
0.1417,2.1,26.47
0.1485,2.1,27.97
0.1556,2.1,29.61
0.163,2.1,31.42
0.1707,2.1,33.42
0.1789,2.1,35.61
0.1874,2.1,38.03
0.1963,2.1,40.7
0.2057,2.1,43.65
0.2154,2.1,46.92
0.2257,2.1,50.54
0.2364,2.1,54.56
0.2477,2.1,59.02
0.2595,2.1,63.98
0.2719,2.1,69.5
0.2848,2.1,75.66
0.2984,2.1,82.55
0.3126,2.1,90.26
0.3275,2.1,98.89
0.343,2.1,108.6
0.3594,2.1,119.51
0.3765,2.1,131.82
0.3944,2.1,145.74
0.4132,2.1,161.49
0.4329,2.1,179.39
0.4535,2.1,199.77
0.4751,2.1,223.04
0.4977,2.1,249.7
0.5214,2.1,280.35
0.5462,2.1,315.71
0.5722,2.1,356.69
0.5995,2.1,404.37
0.628,2.1,460.16
0.6579,2.1,525.78
0.6893,2.1,603.47
0.7221,2.1,696.08
0.7565,2.1,807.41
0.7925,2.1,942.51
0.8302,2.1,1108.31
0.8697,2.1,1314.64
0.9112,2.1,1576.1
0.9545,2.1,1915.83
1,2.1,1915.14
0.01,2.2103,9.42
0.0105,2.2103,9.45
0.011,2.2103,9.47
0.0115,2.2103,9.5
0.012,2.2103,9.53
0.0126,2.2103,9.56
0.0132,2.2103,9.59
0.0138,2.2103,9.62
0.0145,2.2103,9.66
0.0152,2.2103,9.7
0.0159,2.2103,9.74
0.0167,2.2103,9.78
0.0175,2.2103,9.83
0.0183,2.2103,9.87
0.0192,2.2103,9.92
0.0201,2.2103,9.98
0.021,2.2103,10.04
0.0221,2.2103,10.1
0.0231,2.2103,10.17
0.0242,2.2103,10.24
0.0254,2.2103,10.31
0.0266,2.2103,10.39
0.0278,2.2103,10.48
0.0292,2.2103,10.57
0.0305,2.2103,10.67
0.032,2.2103,10.77
0.0335,2.2103,10.88
0.0351,2.2103,11
0.0368,2.2103,11.13
0.0385,2.2103,11.27
0.0404,2.2103,11.42
0.0423,2.2103,11.58
0.0443,2.2103,11.75
0.0464,2.2103,11.93
0.0486,2.2103,12.13
0.0509,2.2103,12.34
0.0534,2.2103,12.57
0.0559,2.2103,12.82
0.0586,2.2103,13.09
0.0614,2.2103,13.37
0.0643,2.2103,13.69
0.0673,2.2103,14.02
0.0705,2.2103,14.39
0.0739,2.2103,14.78
0.0774,2.2103,15.21
0.0811,2.2103,15.68
0.085,2.2103,16.19
0.089,2.2103,16.74
0.0933,2.2103,17.33
0.0977,2.2103,17.99
0.1024,2.2103,18.7
0.1072,2.2103,19.47
0.1123,2.2103,20.31
0.1177,2.2103,21.24
0.1233,2.2103,22.25
0.1292,2.2103,23.35
0.1353,2.2103,24.56
0.1417,2.2103,25.88
0.1485,2.2103,27.34
0.1556,2.2103,28.94
0.163,2.2103,30.69
0.1707,2.2103,32.62
0.1789,2.2103,34.75
0.1874,2.2103,37.1
0.1963,2.2103,39.69
0.2057,2.2103,42.56
0.2154,2.2103,45.73
0.2257,2.2103,49.24
0.2364,2.2103,53.13
0.2477,2.2103,57.45
0.2595,2.2103,62.26
0.2719,2.2103,67.62
0.2848,2.2103,73.59
0.2984,2.2103,80.26
0.3126,2.2103,87.72
0.3275,2.2103,96.08
0.343,2.2103,105.46
0.3594,2.2103,116.01
0.3765,2.2103,127.89
0.3944,2.2103,141.31
0.4132,2.2103,156.49
0.4329,2.2103,173.71
0.4535,2.2103,193.29
0.4751,2.2103,215.61
0.4977,2.2103,241.13
0.5214,2.2103,270.4
0.5462,2.2103,304.08
0.5722,2.2103,342.99
0.5995,2.2103,388.13
0.628,2.2103,440.71
0.6579,2.2103,502.29
0.6893,2.2103,574.81
0.7221,2.2103,660.77
0.7565,2.2103,763.44
0.7925,2.2103,887.14
0.8302,2.2103,1037.79
0.8697,2.2103,1223.73
0.9112,2.2103,1457.22
0.9545,2.2103,1757.54
1,2.2103,1756.93
0.01,2.3263,9.27
0.0105,2.3263,9.28
0.011,2.3263,9.3
0.0115,2.3263,9.32
0.012,2.3263,9.34
0.0126,2.3263,9.36
0.0132,2.3263,9.38
0.0138,2.3263,9.41
0.0145,2.3263,9.43
0.0152,2.3263,9.46
0.0159,2.3263,9.49
0.0167,2.3263,9.52
0.0175,2.3263,9.55
0.0183,2.3263,9.59
0.0192,2.3263,9.63
0.0201,2.3263,9.67
0.021,2.3263,9.71
0.0221,2.3263,9.76
0.0231,2.3263,9.8
0.0242,2.3263,9.86
0.0254,2.3263,9.91
0.0266,2.3263,9.97
0.0278,2.3263,10.04
0.0292,2.3263,10.11
0.0305,2.3263,10.18
0.032,2.3263,10.27
0.0335,2.3263,10.35
0.0351,2.3263,10.45
0.0368,2.3263,10.55
0.0385,2.3263,10.66
0.0404,2.3263,10.78
0.0423,2.3263,10.9
0.0443,2.3263,11.04
0.0464,2.3263,11.19
0.0486,2.3263,11.35
0.0509,2.3263,11.53
0.0534,2.3263,11.71
0.0559,2.3263,11.92
0.0586,2.3263,12.14
0.0614,2.3263,12.38
0.0643,2.3263,12.65
0.0673,2.3263,12.93
0.0705,2.3263,13.24
0.0739,2.3263,13.58
0.0774,2.3263,13.95
0.0811,2.3263,14.35
0.085,2.3263,14.79
0.089,2.3263,15.27
0.0933,2.3263,15.8
0.0977,2.3263,16.37
0.1024,2.3263,17
0.1072,2.3263,17.68
0.1123,2.3263,18.44
0.1177,2.3263,19.26
0.1233,2.3263,20.17
0.1292,2.3263,21.17
0.1353,2.3263,22.27
0.1417,2.3263,23.47
0.1485,2.3263,24.8
0.1556,2.3263,26.27
0.163,2.3263,27.88
0.1707,2.3263,29.67
0.1789,2.3263,31.64
0.1874,2.3263,33.82
0.1963,2.3263,36.24
0.2057,2.3263,38.92
0.2154,2.3263,41.9
0.2257,2.3263,45.2
0.2364,2.3263,48.88
0.2477,2.3263,52.97
0.2595,2.3263,57.54
0.2719,2.3263,62.64
0.2848,2.3263,68.34
0.2984,2.3263,74.72
0.3126,2.3263,81.88
0.3275,2.3263,89.93
0.343,2.3263,98.98
0.3594,2.3263,109.18
0.3765,2.3263,120.7
0.3944,2.3263,133.75
0.4132,2.3263,148.54
0.4329,2.3263,165.37
0.4535,2.3263,184.55
0.4751,2.3263,206.47
0.4977,2.3263,231.61
0.5214,2.3263,260.53
0.5462,2.3263,293.91
0.5722,2.3263,332.59
0.5995,2.3263,377.61
0.628,2.3263,430.26
0.6579,2.3263,492.14
0.6893,2.3263,565.32
0.7221,2.3263,652.45
0.7565,2.3263,756.98
0.7925,2.3263,883.56
0.8302,2.3263,1038.51
0.8697,2.3263,1230.74
0.9112,2.3263,1473.2
0.9545,2.3263,1785.17
1,2.3263,1784.54
0.01,2.4484,9.05
0.0105,2.4484,9.05
0.011,2.4484,9.06
0.0115,2.4484,9.07
0.012,2.4484,9.07
0.0126,2.4484,9.08
0.0132,2.4484,9.09
0.0138,2.4484,9.1
0.0145,2.4484,9.11
0.0152,2.4484,9.12
0.0159,2.4484,9.14
0.0167,2.4484,9.15
0.0175,2.4484,9.16
0.0183,2.4484,9.18
0.0192,2.4484,9.2
0.0201,2.4484,9.22
0.021,2.4484,9.24
0.0221,2.4484,9.26
0.0231,2.4484,9.29
0.0242,2.4484,9.32
0.0254,2.4484,9.35
0.0266,2.4484,9.38
0.0278,2.4484,9.41
0.0292,2.4484,9.45
0.0305,2.4484,9.5
0.032,2.4484,9.54
0.0335,2.4484,9.6
0.0351,2.4484,9.65
0.0368,2.4484,9.72
0.0385,2.4484,9.78
0.0404,2.4484,9.86
0.0423,2.4484,9.94
0.0443,2.4484,10.03
0.0464,2.4484,10.13
0.0486,2.4484,10.24
0.0509,2.4484,10.36
0.0534,2.4484,10.49
0.0559,2.4484,10.64
0.0586,2.4484,10.79
0.0614,2.4484,10.97
0.0643,2.4484,11.16
0.0673,2.4484,11.37
0.0705,2.4484,11.61
0.0739,2.4484,11.86
0.0774,2.4484,12.14
0.0811,2.4484,12.46
0.085,2.4484,12.8
0.089,2.4484,13.18
0.0933,2.4484,13.59
0.0977,2.4484,14.06
0.1024,2.4484,14.56
0.1072,2.4484,15.13
0.1123,2.4484,15.75
0.1177,2.4484,16.44
0.1233,2.4484,17.2
0.1292,2.4484,18.04
0.1353,2.4484,18.97
0.1417,2.4484,20
0.1485,2.4484,21.15
0.1556,2.4484,22.42
0.163,2.4484,23.82
0.1707,2.4484,25.39
0.1789,2.4484,27.13
0.1874,2.4484,29.06
0.1963,2.4484,31.21
0.2057,2.4484,33.61
0.2154,2.4484,36.28
0.2257,2.4484,39.26
0.2364,2.4484,42.59
0.2477,2.4484,46.32
0.2595,2.4484,50.48
0.2719,2.4484,55.15
0.2848,2.4484,60.38
0.2984,2.4484,66.26
0.3126,2.4484,72.87
0.3275,2.4484,80.3
0.343,2.4484,88.69
0.3594,2.4484,98.17
0.3765,2.4484,108.88
0.3944,2.4484,121.03
0.4132,2.4484,134.82
0.4329,2.4484,150.52
0.4535,2.4484,168.41
0.4751,2.4484,188.87
0.4977,2.4484,212.33
0.5214,2.4484,239.28
0.5462,2.4484,270.37
0.5722,2.4484,306.33
0.5995,2.4484,348.09
0.628,2.4484,396.79
0.6579,2.4484,453.84
0.6893,2.4484,521.01
0.7221,2.4484,600.59
0.7565,2.4484,695.51
0.7925,2.4484,809.64
0.8302,2.4484,948.26
0.8697,2.4484,1118.79
0.9112,2.4484,1332.24
0.9545,2.4484,1606.09
1,2.4484,1605.53
0.01,2.577,8.85
0.0105,2.577,8.85
0.011,2.577,8.85
0.0115,2.577,8.84
0.012,2.577,8.84
0.0126,2.577,8.84
0.0132,2.577,8.83
0.0138,2.577,8.83
0.0145,2.577,8.83
0.0152,2.577,8.83
0.0159,2.577,8.83
0.0167,2.577,8.82
0.0175,2.577,8.82
0.0183,2.577,8.82
0.0192,2.577,8.82
0.0201,2.577,8.82
0.021,2.577,8.82
0.0221,2.577,8.83
0.0231,2.577,8.83
0.0242,2.577,8.84
0.0254,2.577,8.84
0.0266,2.577,8.85
0.0278,2.577,8.86
0.0292,2.577,8.87
0.0305,2.577,8.89
0.032,2.577,8.9
0.0335,2.577,8.92
0.0351,2.577,8.95
0.0368,2.577,8.97
0.0385,2.577,9
0.0404,2.577,9.04
0.0423,2.577,9.08
0.0443,2.577,9.13
0.0464,2.577,9.18
0.0486,2.577,9.24
0.0509,2.577,9.31
0.0534,2.577,9.38
0.0559,2.577,9.47
0.0586,2.577,9.57
0.0614,2.577,9.68
0.0643,2.577,9.81
0.0673,2.577,9.95
0.0705,2.577,10.11
0.0739,2.577,10.29
0.0774,2.577,10.49
0.0811,2.577,10.71
0.085,2.577,10.96
0.089,2.577,11.24
0.0933,2.577,11.56
0.0977,2.577,11.91
0.1024,2.577,12.3
0.1072,2.577,12.74
0.1123,2.577,13.24
0.1177,2.577,13.79
0.1233,2.577,14.4
0.1292,2.577,15.09
0.1353,2.577,15.86
0.1417,2.577,16.73
0.1485,2.577,17.69
0.1556,2.577,18.77
0.163,2.577,19.97
0.1707,2.577,21.32
0.1789,2.577,22.84
0.1874,2.577,24.53
0.1963,2.577,26.43
0.2057,2.577,28.56
0.2154,2.577,30.94
0.2257,2.577,33.63
0.2364,2.577,36.64
0.2477,2.577,40.03
0.2595,2.577,43.85
0.2719,2.577,48.15
0.2848,2.577,53
0.2984,2.577,58.47
0.3126,2.577,64.67
0.3275,2.577,71.68
0.343,2.577,79.63
0.3594,2.577,88.66
0.3765,2.577,98.94
0.3944,2.577,110.66
0.4132,2.577,124.04
0.4329,2.577,139.37
0.4535,2.577,156.96
0.4751,2.577,177.2
0.4977,2.577,200.56
0.5214,2.577,227.6
0.5462,2.577,259.02
0.5722,2.577,295.66
0.5995,2.577,338.57
0.628,2.577,389.05
0.6579,2.577,448.73
0.6893,2.577,519.7
0.7221,2.577,604.58
0.7565,2.577,706.81
0.7925,2.577,830.86
0.8302,2.577,982.6
0.8697,2.577,1169.91
0.9112,2.577,1403.42
0.9545,2.577,1697.92
1,2.577,1697.32
0.01,2.7123,8.77
0.0105,2.7123,8.77
0.011,2.7123,8.76
0.0115,2.7123,8.75
0.012,2.7123,8.74
0.0126,2.7123,8.74
0.0132,2.7123,8.73
0.0138,2.7123,8.72
0.0145,2.7123,8.71
0.0152,2.7123,8.7
0.0159,2.7123,8.7
0.0167,2.7123,8.69
0.0175,2.7123,8.68
0.0183,2.7123,8.68
0.0192,2.7123,8.67
0.0201,2.7123,8.66
0.021,2.7123,8.66
0.0221,2.7123,8.65
0.0231,2.7123,8.65
0.0242,2.7123,8.64
0.0254,2.7123,8.64
0.0266,2.7123,8.64
0.0278,2.7123,8.64
0.0292,2.7123,8.64
0.0305,2.7123,8.65
0.032,2.7123,8.65
0.0335,2.7123,8.66
0.0351,2.7123,8.67
0.0368,2.7123,8.69
0.0385,2.7123,8.7
0.0404,2.7123,8.73
0.0423,2.7123,8.75
0.0443,2.7123,8.79
0.0464,2.7123,8.82
0.0486,2.7123,8.87
0.0509,2.7123,8.92
0.0534,2.7123,8.98
0.0559,2.7123,9.05
0.0586,2.7123,9.13
0.0614,2.7123,9.23
0.0643,2.7123,9.33
0.0673,2.7123,9.46
0.0705,2.7123,9.59
0.0739,2.7123,9.75
0.0774,2.7123,9.93
0.0811,2.7123,10.13
0.085,2.7123,10.36
0.089,2.7123,10.62
0.0933,2.7123,10.91
0.0977,2.7123,11.24
0.1024,2.7123,11.61
0.1072,2.7123,12.03
0.1123,2.7123,12.49
0.1177,2.7123,13.02
0.1233,2.7123,13.61
0.1292,2.7123,14.27
0.1353,2.7123,15.02
0.1417,2.7123,15.85
0.1485,2.7123,16.79
0.1556,2.7123,17.84
0.163,2.7123,19.02
0.1707,2.7123,20.34
0.1789,2.7123,21.83
0.1874,2.7123,23.49
0.1963,2.7123,25.37
0.2057,2.7123,27.47
0.2154,2.7123,29.83
0.2257,2.7123,32.49
0.2364,2.7123,35.48
0.2477,2.7123,38.84
0.2595,2.7123,42.63
0.2719,2.7123,46.91
0.2848,2.7123,51.72
0.2984,2.7123,57.17
0.3126,2.7123,63.32
0.3275,2.7123,70.28
0.343,2.7123,78.16
0.3594,2.7123,87.11
0.3765,2.7123,97.28
0.3944,2.7123,108.85
0.4132,2.7123,122.04
0.4329,2.7123,137.1
0.4535,2.7123,154.34
0.4751,2.7123,174.1
0.4977,2.7123,196.83
0.5214,2.7123,223.02
0.5462,2.7123,253.29
0.5722,2.7123,288.38
0.5995,2.7123,329.2
0.628,2.7123,376.85
0.6579,2.7123,432.71
0.6893,2.7123,498.47
0.7221,2.7123,576.29
0.7565,2.7123,668.87
0.7925,2.7123,779.72
0.8302,2.7123,913.37
0.8697,2.7123,1075.82
0.9112,2.7123,1275.14
0.9545,2.7123,1522.35
1,2.7123,1521.86
0.01,2.8547,8.82
0.0105,2.8547,8.82
0.011,2.8547,8.81
0.0115,2.8547,8.81
0.012,2.8547,8.8
0.0126,2.8547,8.8
0.0132,2.8547,8.79
0.0138,2.8547,8.79
0.0145,2.8547,8.78
0.0152,2.8547,8.78
0.0159,2.8547,8.77
0.0167,2.8547,8.77
0.0175,2.8547,8.76
0.0183,2.8547,8.76
0.0192,2.8547,8.76
0.0201,2.8547,8.76
0.021,2.8547,8.75
0.0221,2.8547,8.75
0.0231,2.8547,8.75
0.0242,2.8547,8.75
0.0254,2.8547,8.76
0.0266,2.8547,8.76
0.0278,2.8547,8.77
0.0292,2.8547,8.77
0.0305,2.8547,8.78
0.032,2.8547,8.8
0.0335,2.8547,8.81
0.0351,2.8547,8.83
0.0368,2.8547,8.85
0.0385,2.8547,8.88
0.0404,2.8547,8.9
0.0423,2.8547,8.94
0.0443,2.8547,8.98
0.0464,2.8547,9.03
0.0486,2.8547,9.08
0.0509,2.8547,9.14
0.0534,2.8547,9.21
0.0559,2.8547,9.29
0.0586,2.8547,9.38
0.0614,2.8547,9.49
0.0643,2.8547,9.6
0.0673,2.8547,9.74
0.0705,2.8547,9.88
0.0739,2.8547,10.05
0.0774,2.8547,10.24
0.0811,2.8547,10.46
0.085,2.8547,10.7
0.089,2.8547,10.97
0.0933,2.8547,11.27
0.0977,2.8547,11.61
0.1024,2.8547,12
0.1072,2.8547,12.43
0.1123,2.8547,12.91
0.1177,2.8547,13.45
0.1233,2.8547,14.05
0.1292,2.8547,14.73
0.1353,2.8547,15.49
0.1417,2.8547,16.34
0.1485,2.8547,17.29
0.1556,2.8547,18.36
0.163,2.8547,19.55
0.1707,2.8547,20.89
0.1789,2.8547,22.4
0.1874,2.8547,24.08
0.1963,2.8547,25.97
0.2057,2.8547,28.1
0.2154,2.8547,30.48
0.2257,2.8547,33.16
0.2364,2.8547,36.18
0.2477,2.8547,39.57
0.2595,2.8547,43.39
0.2719,2.8547,47.7
0.2848,2.8547,52.56
0.2984,2.8547,58.06
0.3126,2.8547,64.27
0.3275,2.8547,71.31
0.343,2.8547,79.29
0.3594,2.8547,88.36
0.3765,2.8547,98.68
0.3944,2.8547,110.43
0.4132,2.8547,123.85
0.4329,2.8547,139.21
0.4535,2.8547,156.82
0.4751,2.8547,177.06
0.4977,2.8547,200.38
0.5214,2.8547,227.34
0.5462,2.8547,258.59
0.5722,2.8547,294.94
0.5995,2.8547,337.37
0.628,2.8547,387.11
0.6579,2.8547,445.65
0.6893,2.8547,514.9
0.7221,2.8547,597.23
0.7565,2.8547,695.69
0.7925,2.8547,814.16
0.8302,2.8547,957.7
0.8697,2.8547,1132.94
0.9112,2.8547,1348.61
0.9545,2.8547,1616.4
1,2.8547,1615.87
0.01,3.0045,8.93
0.0105,3.0045,8.93
0.011,3.0045,8.92
0.0115,3.0045,8.93
0.012,3.0045,8.93
0.0126,3.0045,8.93
0.0132,3.0045,8.93
0.0138,3.0045,8.93
0.0145,3.0045,8.93
0.0152,3.0045,8.93
0.0159,3.0045,8.93
0.0167,3.0045,8.94
0.0175,3.0045,8.94
0.0183,3.0045,8.95
0.0192,3.0045,8.95
0.0201,3.0045,8.96
0.021,3.0045,8.97
0.0221,3.0045,8.97
0.0231,3.0045,8.98
0.0242,3.0045,8.99
0.0254,3.0045,9.01
0.0266,3.0045,9.02
0.0278,3.0045,9.04
0.0292,3.0045,9.06
0.0305,3.0045,9.08
0.032,3.0045,9.1
0.0335,3.0045,9.13
0.0351,3.0045,9.16
0.0368,3.0045,9.2
0.0385,3.0045,9.24
0.0404,3.0045,9.28
0.0423,3.0045,9.33
0.0443,3.0045,9.38
0.0464,3.0045,9.44
0.0486,3.0045,9.51
0.0509,3.0045,9.59
0.0534,3.0045,9.68
0.0559,3.0045,9.77
0.0586,3.0045,9.88
0.0614,3.0045,10
0.0643,3.0045,10.13
0.0673,3.0045,10.28
0.0705,3.0045,10.44
0.0739,3.0045,10.62
0.0774,3.0045,10.83
0.0811,3.0045,11.06
0.085,3.0045,11.31
0.089,3.0045,11.59
0.0933,3.0045,11.9
0.0977,3.0045,12.25
0.1024,3.0045,12.64
0.1072,3.0045,13.07
0.1123,3.0045,13.55
0.1177,3.0045,14.08
0.1233,3.0045,14.67
0.1292,3.0045,15.34
0.1353,3.0045,16.07
0.1417,3.0045,16.89
0.1485,3.0045,17.81
0.1556,3.0045,18.83
0.163,3.0045,19.96
0.1707,3.0045,21.23
0.1789,3.0045,22.65
0.1874,3.0045,24.23
0.1963,3.0045,25.99
0.2057,3.0045,27.97
0.2154,3.0045,30.18
0.2257,3.0045,32.65
0.2364,3.0045,35.42
0.2477,3.0045,38.53
0.2595,3.0045,42.02
0.2719,3.0045,45.94
0.2848,3.0045,50.35
0.2984,3.0045,55.31
0.3126,3.0045,60.91
0.3275,3.0045,67.23
0.343,3.0045,74.36
0.3594,3.0045,82.45
0.3765,3.0045,91.61
0.3944,3.0045,102.01
0.4132,3.0045,113.85
0.4329,3.0045,127.35
0.4535,3.0045,142.78
0.4751,3.0045,160.45
0.4977,3.0045,180.74
0.5214,3.0045,204.1
0.5462,3.0045,231.09
0.5722,3.0045,262.36
0.5995,3.0045,298.74
0.628,3.0045,341.23
0.6579,3.0045,391.07
0.6893,3.0045,449.82
0.7221,3.0045,519.47
0.7565,3.0045,602.55
0.7925,3.0045,702.32
0.8302,3.0045,823.1
0.8697,3.0045,970.59
0.9112,3.0045,1152.52
0.9545,3.0045,1379.52
1,3.0045,1379.06
0.01,3.1623,8.99
0.0105,3.1623,8.99
0.011,3.1623,9
0.0115,3.1623,9
0.012,3.1623,9
0.0126,3.1623,9.01
0.0132,3.1623,9.01
0.0138,3.1623,9.02
0.0145,3.1623,9.02
0.0152,3.1623,9.03
0.0159,3.1623,9.04
0.0167,3.1623,9.05
0.0175,3.1623,9.06
0.0183,3.1623,9.07
0.0192,3.1623,9.08
0.0201,3.1623,9.09
0.021,3.1623,9.1
0.0221,3.1623,9.12
0.0231,3.1623,9.14
0.0242,3.1623,9.16
0.0254,3.1623,9.18
0.0266,3.1623,9.2
0.0278,3.1623,9.22
0.0292,3.1623,9.25
0.0305,3.1623,9.28
0.032,3.1623,9.32
0.0335,3.1623,9.36
0.0351,3.1623,9.4
0.0368,3.1623,9.45
0.0385,3.1623,9.5
0.0404,3.1623,9.55
0.0423,3.1623,9.62
0.0443,3.1623,9.69
0.0464,3.1623,9.76
0.0486,3.1623,9.85
0.0509,3.1623,9.94
0.0534,3.1623,10.05
0.0559,3.1623,10.16
0.0586,3.1623,10.29
0.0614,3.1623,10.43
0.0643,3.1623,10.58
0.0673,3.1623,10.75
0.0705,3.1623,10.94
0.0739,3.1623,11.15
0.0774,3.1623,11.38
0.0811,3.1623,11.64
0.085,3.1623,11.92
0.089,3.1623,12.24
0.0933,3.1623,12.59
0.0977,3.1623,12.97
0.1024,3.1623,13.4
0.1072,3.1623,13.88
0.1123,3.1623,14.4
0.1177,3.1623,14.98
0.1233,3.1623,15.63
0.1292,3.1623,16.35
0.1353,3.1623,17.15
0.1417,3.1623,18.04
0.1485,3.1623,19.02
0.1556,3.1623,20.12
0.163,3.1623,21.34
0.1707,3.1623,22.7
0.1789,3.1623,24.21
0.1874,3.1623,25.9
0.1963,3.1623,27.78
0.2057,3.1623,29.89
0.2154,3.1623,32.24
0.2257,3.1623,34.87
0.2364,3.1623,37.82
0.2477,3.1623,41.12
0.2595,3.1623,44.82
0.2719,3.1623,48.98
0.2848,3.1623,53.66
0.2984,3.1623,58.92
0.3126,3.1623,64.86
0.3275,3.1623,71.56
0.343,3.1623,79.13
0.3594,3.1623,87.71
0.3765,3.1623,97.44
0.3944,3.1623,108.51
0.4132,3.1623,121.1
0.4329,3.1623,135.47
0.4535,3.1623,151.91
0.4751,3.1623,170.75
0.4977,3.1623,192.4
0.5214,3.1623,217.36
0.5462,3.1623,246.22
0.5722,3.1623,279.68
0.5995,3.1623,318.63
0.628,3.1623,364.12
0.6579,3.1623,417.49
0.6893,3.1623,480.36
0.7221,3.1623,554.79
0.7565,3.1623,643.37
0.7925,3.1623,749.37
0.8302,3.1623,877.03
0.8697,3.1623,1031.82
0.9112,3.1623,1220.96
0.9545,3.1623,1454.04
1,3.1623,1453.57
0.01,3.3283,8.99
0.0105,3.3283,8.99
0.011,3.3283,9
0.0115,3.3283,9
0.012,3.3283,9
0.0126,3.3283,9.01
0.0132,3.3283,9.01
0.0138,3.3283,9.02
0.0145,3.3283,9.02
0.0152,3.3283,9.03
0.0159,3.3283,9.04
0.0167,3.3283,9.04
0.0175,3.3283,9.05
0.0183,3.3283,9.06
0.0192,3.3283,9.07
0.0201,3.3283,9.08
0.021,3.3283,9.1
0.0221,3.3283,9.11
0.0231,3.3283,9.13
0.0242,3.3283,9.14
0.0254,3.3283,9.16
0.0266,3.3283,9.18
0.0278,3.3283,9.21
0.0292,3.3283,9.23
0.0305,3.3283,9.26
0.032,3.3283,9.29
0.0335,3.3283,9.33
0.0351,3.3283,9.36
0.0368,3.3283,9.41
0.0385,3.3283,9.45
0.0404,3.3283,9.5
0.0423,3.3283,9.56
0.0443,3.3283,9.62
0.0464,3.3283,9.69
0.0486,3.3283,9.77
0.0509,3.3283,9.85
0.0534,3.3283,9.95
0.0559,3.3283,10.05
0.0586,3.3283,10.17
0.0614,3.3283,10.29
0.0643,3.3283,10.43
0.0673,3.3283,10.58
0.0705,3.3283,10.76
0.0739,3.3283,10.94
0.0774,3.3283,11.15
0.0811,3.3283,11.38
0.085,3.3283,11.64
0.089,3.3283,11.92
0.0933,3.3283,12.23
0.0977,3.3283,12.58
0.1024,3.3283,12.96
0.1072,3.3283,13.39
0.1123,3.3283,13.86
0.1177,3.3283,14.38
0.1233,3.3283,14.96
0.1292,3.3283,15.6
0.1353,3.3283,16.31
0.1417,3.3283,17.11
0.1485,3.3283,17.99
0.1556,3.3283,18.96
0.163,3.3283,20.05
0.1707,3.3283,21.26
0.1789,3.3283,22.61
0.1874,3.3283,24.12
0.1963,3.3283,25.79
0.2057,3.3283,27.67
0.2154,3.3283,29.76
0.2257,3.3283,32.09
0.2364,3.3283,34.71
0.2477,3.3283,37.64
0.2595,3.3283,40.92
0.2719,3.3283,44.61
0.2848,3.3283,48.75
0.2984,3.3283,53.4
0.3126,3.3283,58.65
0.3275,3.3283,64.57
0.343,3.3283,71.26
0.3594,3.3283,78.82
0.3765,3.3283,87.4
0.3944,3.3283,97.14
0.4132,3.3283,108.22
0.4329,3.3283,120.85
0.4535,3.3283,135.28
0.4751,3.3283,151.8
0.4977,3.3283,170.78
0.5214,3.3283,192.64
0.5462,3.3283,217.89
0.5722,3.3283,247.15
0.5995,3.3283,281.18
0.628,3.3283,320.91
0.6579,3.3283,367.51
0.6893,3.3283,422.4
0.7221,3.3283,487.41
0.7565,3.3283,564.84
0.7925,3.3283,657.63
0.8302,3.3283,769.6
0.8697,3.3283,905.72
0.9112,3.3283,1072.54
0.9545,3.3283,1278.71
1,3.3283,1278.3
0.01,3.503,9.04
0.0105,3.503,9.04
0.011,3.503,9.05
0.0115,3.503,9.05
0.012,3.503,9.06
0.0126,3.503,9.07
0.0132,3.503,9.07
0.0138,3.503,9.08
0.0145,3.503,9.09
0.0152,3.503,9.1
0.0159,3.503,9.11
0.0167,3.503,9.12
0.0175,3.503,9.13
0.0183,3.503,9.15
0.0192,3.503,9.16
0.0201,3.503,9.18
0.021,3.503,9.19
0.0221,3.503,9.21
0.0231,3.503,9.23
0.0242,3.503,9.26
0.0254,3.503,9.28
0.0266,3.503,9.31
0.0278,3.503,9.34
0.0292,3.503,9.37
0.0305,3.503,9.4
0.032,3.503,9.44
0.0335,3.503,9.48
0.0351,3.503,9.53
0.0368,3.503,9.57
0.0385,3.503,9.63
0.0404,3.503,9.69
0.0423,3.503,9.75
0.0443,3.503,9.83
0.0464,3.503,9.9
0.0486,3.503,9.99
